,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000008323,ENSG00000008323,12,6419602,6437672,1,0.035513714108339,524,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008324,ENSG00000008324,3,42623332,42636606,1,0.294071876536711,244,Bilateria,Chordata,Duplicate,Old
ENSG00000008382,ENSG00000008382,19,4343524,4360083,1,0.0907953956160928,320.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008394,ENSG00000008394,12,16500076,16762193,1,0.790610215485277,658.5,Bilateria,Chordata,Duplicate,Old
ENSG00000008405,ENSG00000008405,12,107385142,107487607,-1,0.33665798668535,616.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000008438,ENSG00000008438,19,46522411,46526323,-1,0.0563457849199627,114,Bilateria,Sarcopterygii,Duplicate,Old
ENSG00000008441,ENSG00000008441,19,13106422,13209610,1,0.0208399350689904,89,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008513,ENSG00000008513,8,134467091,134584183,-1,0.901584370297348,334,Chordata,Euteleostomi,Duplicate,Old
ENSG00000008516,ENSG00000008516,16,3096682,3110727,1,0.212368256341483,2344.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008517,ENSG00000008517,16,3115298,3131908,1,0.192280167406909,1835,Eutheria,Eutheria,Singleton,Middle
ENSG00000008710,ENSG00000008710,16,2138711,2185899,-1,0.158629241436864,3962,Bilateria,Chordata,Duplicate,Old
ENSG00000008735,ENSG00000008735,22,51039114,51052409,1,0.167909990336216,1654.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008838,ENSG00000008838,17,38175350,38217468,-1,0.0623825276555862,882,Bilateria,Bilateria,Singleton,Old
ENSG00000008853,ENSG00000008853,8,22844930,22877712,1,0.161327144316987,319,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000008869,ENSG00000008869,2,37195526,37311485,-1,0.0714400704267378,489.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000008952,ENSG00000008952,3,169684423,169716161,1,0.19865900533798,723,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000008988,ENSG00000008988,8,56979854,56987069,-1,0.200738291855544,114.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000009307,ENSG00000009307,1,115259534,115301297,-1,0.427543127356097,445.5,Bilateria,Bilateria,Singleton,Old
ENSG00000009335,ENSG00000009335,7,156931607,157062066,1,0.0680362347971183,380.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000009413,ENSG00000009413,6,111620234,111804918,-1,0.187617472344414,748,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000009694,ENSG00000009694,X,123509753,124097666,-1,0.623000686040804,615.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000009709,ENSG00000009709,1,18957500,19075360,1,0.235643104272188,60,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000009724,ENSG00000009724,1,11086580,11107290,-1,0.171756074791864,869,Chordata,Euteleostomi,Duplicate,Old
ENSG00000009765,ENSG00000009765,6,150690028,150727105,1,0.871887777972586,533.5,Bilateria,Bilateria,Singleton,Old
ENSG00000009780,ENSG00000009780,1,28052490,28089633,1,0.0330604127624869,285.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000009790,ENSG00000009790,1,209929377,209955668,1,0.393043786797207,10.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000009830,ENSG00000009830,14,77741299,77787227,-1,0.00380491275531659,545,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000009844,ENSG00000009844,6,142468367,142545826,1,0.441700178426122,136.5,Bilateria,Bilateria,Singleton,Old
ENSG00000009950,ENSG00000009950,7,73007524,73038873,-1,0.152414627703743,189.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000009954,ENSG00000009954,7,72854728,72936608,-1,0.136080102549916,619,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000010017,ENSG00000010017,6,13621730,13711796,-1,0.181923634360143,336,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000010030,ENSG00000010030,6,36322419,36356164,-1,0.16727171333024,406.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000010072,ENSG00000010072,1,231472850,231490769,1,0.473820812433299,466.5,Bilateria,Bilateria,Singleton,Old
ENSG00000010165,ENSG00000010165,1,171750788,171783163,1,0.139587561335425,151.5,Bilateria,Bilateria,Singleton,Old
ENSG00000010244,ENSG00000010244,17,30677136,30708905,1,0.0706125886405891,12.5,Bilateria,Bilateria,Singleton,Old
ENSG00000010256,ENSG00000010256,3,48636435,48648409,-1,0.104457576726239,843,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000010270,ENSG00000010270,7,38217824,38270272,1,0.625498975564827,1648,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000010278,ENSG00000010278,12,6308881,6347425,1,0.0620184587998495,367,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000010282,ENSG00000010282,3,42734155,42744319,-1,0.19859585997736,189,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000010292,ENSG00000010292,12,6602522,6641121,1,0.00380294669097494,80.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000010295,ENSG00000010295,12,6647541,6665239,-1,0.00413151073771822,295,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000010310,ENSG00000010310,19,46171502,46186982,1,0.066222366965678,817,Chordata,Euteleostomi,Duplicate,Old
ENSG00000010318,ENSG00000010318,3,52444673,52457657,1,0.063522844973745,39,Bilateria,Chordata,Duplicate,Old
ENSG00000010319,ENSG00000010319,3,52467069,52479101,-1,0.083920878169238,10,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000010322,ENSG00000010322,3,52489134,52527087,1,0.129795404405557,1163.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000010327,ENSG00000010327,3,52529354,52558511,1,0.152507610982019,391.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000010361,ENSG00000010361,19,50310126,50320633,-1,0.0699095471621827,343.5,Bilateria,Bilateria,Singleton,Old
ENSG00000010379,ENSG00000010379,12,329789,372039,-1,0.31489203531144,345,Chordata,Euteleostomi,Duplicate,Old
ENSG00000010404,ENSG00000010404,X,148558521,148615470,-1,0.465119011657142,228.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000010438,ENSG00000010438,9,33750515,33799230,1,0.243541941241045,419.5,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000010539,ENSG00000010539,16,3272325,3286221,-1,0.0474318804965954,1104,Theria,Theria,Duplicate,Middle
ENSG00000010610,ENSG00000010610,12,6896024,6929974,1,0.0491974062753998,1590,Amniota,Amniota,Singleton,Middle
ENSG00000010626,ENSG00000010626,12,6982733,7023407,1,0.076450990179393,225,Chordata,Chordata,Singleton,Old
ENSG00000010671,ENSG00000010671,X,100604435,100641183,-1,0.331464569901452,909,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000010704,ENSG00000010704,6,26087509,26098571,1,0.797323978259491,504,Euteleostomi,Amniota,Duplicate,Middle
ENSG00000010803,ENSG00000010803,1,41492872,41707826,-1,0.375147050047671,1191,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000010810,ENSG00000010810,6,111981535,112194655,-1,0.0222731959740553,143,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000010818,ENSG00000010818,6,143072604,143266338,-1,0.245482331095413,121,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000010932,ENSG00000010932,1,171217638,171255117,1,0.309136092824142,217.5,Chordata,Tetrapoda,Duplicate,Middle
ENSG00000011007,ENSG00000011007,1,24069645,24088549,1,0.0961317568427133,737,Bilateria,Eutheria,Duplicate,Middle
ENSG00000011009,ENSG00000011009,1,24117460,24122029,1,0.0991657410744147,32.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000011021,ENSG00000011021,1,11866207,11903201,1,0.0224072353018187,300,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000011028,ENSG00000011028,17,60704762,60770958,1,0.199819214601243,291,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011052,ENSG00000011052,17,49230951,49249105,1,0.163277133191376,556,Fungi-Metazoa_group,HomoSapiens,Duplicate,Recent
ENSG00000011083,ENSG00000011083,5,149569520,149602351,1,0.167103903956138,121.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000011105,ENSG00000011105,12,3186521,3395730,1,0.0502249640210226,520.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011114,ENSG00000011114,14,93703896,93799438,-1,0.172490110696361,80,Bilateria,Bilateria,Singleton,Old
ENSG00000011132,ENSG00000011132,19,3750817,3761697,-1,0.122338238008511,203,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011143,ENSG00000011143,17,56282803,56296966,-1,0.111016367369993,7.5,Bilateria,Bilateria,Singleton,Old
ENSG00000011198,ENSG00000011198,3,43731605,43775863,1,0.292297445642947,185,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000011201,ENSG00000011201,X,8496915,8700227,-1,0.273361586063426,7,Bilateria,Bilateria,Singleton,Old
ENSG00000011243,ENSG00000011243,19,15490859,15529952,-1,0.312905616421309,304.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000011258,ENSG00000011258,17,49254786,49337524,-1,0.20631751985378,195,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011260,ENSG00000011260,17,49337889,49375297,1,0.265438462417408,323,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000011275,ENSG00000011275,7,5659678,5821370,-1,0.0187234089797792,3,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000011295,ENSG00000011295,17,15902694,15948329,1,0.362848276733039,51.5,Bilateria,Bilateria,Singleton,Old
ENSG00000011304,ENSG00000011304,19,797075,812327,1,0.168969699016366,326,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011332,ENSG00000011332,19,38701646,38720354,-1,0.107223482302414,542,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000011347,ENSG00000011347,11,61282785,61348620,-1,0.0636304002583177,262.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000011376,ENSG00000011376,3,45429998,45590913,1,0.146331855932357,31.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000011405,ENSG00000011405,11,17099277,17229530,-1,0.33011399934958,112.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000011422,ENSG00000011422,19,44150247,44174699,-1,0.182610947323816,206,Sarcopterygii,Sarcopterygii,Singleton,Old
ENSG00000011426,ENSG00000011426,7,36429415,36493400,1,0.297313107080191,597.5,Bilateria,Bilateria,Singleton,Old
ENSG00000011451,ENSG00000011451,19,15532319,15560762,-1,0.326212402488991,471.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000011454,ENSG00000011454,9,125703112,125867145,1,0.265096598523648,682.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000011465,ENSG00000011465,12,91539025,91576900,-1,0.843733505298427,523.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000011478,ENSG00000011478,19,46195741,46207247,1,0.0649305470423684,410,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000011485,ENSG00000011485,19,46850251,46896238,1,0.136860514442708,587.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000011523,ENSG00000011523,2,65283500,65314138,1,0.173310769082736,168,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000011566,ENSG00000011566,2,39476407,39664453,-1,0.124182868964356,468,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000011590,ENSG00000011590,19,36195429,36207940,1,0.0747509227780813,114.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000011600,ENSG00000011600,19,36395303,36399197,-1,0.0641165964049241,863,Mammalia,Mammalia,Singleton,Middle
ENSG00000011638,ENSG00000011638,16,21169698,21191937,1,0.271494750145605,128.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000011677,ENSG00000011677,X,151334706,151619830,-1,0.92923174532389,226,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000012048,ENSG00000012048,17,41196312,41277500,-1,0.0612338834766864,274,Chordata,Chordata,Singleton,Old
ENSG00000012061,ENSG00000012061,19,45910591,45982086,-1,0.0964593956827079,150.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000012124,ENSG00000012124,19,35810164,35838258,1,0.112622641937124,594,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000012174,ENSG00000012174,X,21857754,21903542,1,0.190354696511369,295,Bilateria,Bilateria,Singleton,Old
ENSG00000012211,ENSG00000012211,X,49031151,49042845,-1,0.113694378305012,233,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000012223,ENSG00000012223,3,46477136,46526724,-1,0.12737413834339,337,Bilateria,Eutheria,Duplicate,Middle
ENSG00000012232,ENSG00000012232,8,28457986,28613116,1,0.0923044078237334,690,Bilateria,Bilateria,Duplicate,Old
ENSG00000012504,ENSG00000012504,12,100867486,100958191,1,0.517963004682934,335.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000012660,ENSG00000012660,6,53132196,53213947,-1,0.407678591502253,767.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000012779,ENSG00000012779,10,45869661,45941561,1,0.628148305090626,307,Chordata,Euteleostomi,Duplicate,Old
ENSG00000012822,ENSG00000012822,12,54104903,54121529,-1,0.0130720148551196,115,Chordata,Euteleostomi,Duplicate,Old
ENSG00000012963,ENSG00000012963,14,93673401,93695561,1,0.154740597470762,556,Bilateria,HomoPanGorilla,Duplicate,Recent
ENSG00000012983,ENSG00000012983,14,50885219,51027844,-1,0.0724345520310832,416.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000013016,ENSG00000013016,2,31456880,31492313,1,0.584481090855765,95.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000013275,ENSG00000013275,19,40476912,40487348,1,0.414383680463196,650,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000013288,ENSG00000013288,4,6576902,6625089,1,0.316601123478556,278.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000013293,ENSG00000013293,3,170177372,170303863,-1,0.19453605276269,355.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000013297,ENSG00000013297,3,170136653,170578169,1,0.365097569990734,644,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000013306,ENSG00000013306,17,42396993,42402238,-1,0.0428687608104626,553.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000013364,ENSG00000013364,16,29831715,29859355,1,0.0807922915474499,21,Chordata,Chordata,Singleton,Old
ENSG00000013374,ENSG00000013374,7,151038785,151075535,1,0.143701724446599,139,Bilateria,Bilateria,Singleton,Old
ENSG00000013375,ENSG00000013375,6,83870869,83903655,-1,0.637112864583502,172,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000013392,ENSG00000013392,6,83903098,83908651,1,0.63357533657865,23.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000013441,ENSG00000013441,2,201717732,201729422,-1,0.139464971441181,131,Fungi-Metazoa_group,Amniota,Duplicate,Middle
ENSG00000013503,ENSG00000013503,12,106751436,106903976,1,0.47557604528702,604,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000013523,ENSG00000013523,14,77253588,77292589,-1,0.0254216745409471,410.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000013561,ENSG00000013561,5,141337893,141369856,1,0.00547467963559807,135.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000013563,ENSG00000013563,X,153629579,153640449,-1,0.285942316134819,1037,Chordata,Euteleostomi,Duplicate,Old
ENSG00000013573,ENSG00000013573,12,31226779,31257725,1,0.163160210188469,839,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000013583,ENSG00000013583,12,13127798,13153207,-1,0.249454590621457,329.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000013588,ENSG00000013588,12,13043716,13070871,1,0.195019588939894,110.5,Chordata,Mammalia,Duplicate,Middle
ENSG00000013619,ENSG00000013619,X,149529689,149682448,1,0.372803617003264,205.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000013725,ENSG00000013725,11,60739115,60787849,1,0.47839156507511,188,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000013810,ENSG00000013810,4,1723227,1746898,1,0.250702347573344,468.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000014123,ENSG00000014123,6,96969471,97003152,1,0.795907255425065,56.5,Bilateria,Bilateria,Singleton,Old
ENSG00000014138,ENSG00000014138,11,65029233,65073060,1,0.0512038327614785,488.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000014164,ENSG00000014164,8,144519825,144623623,-1,0.181443220755718,653,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000014216,ENSG00000014216,11,64948037,64979477,1,0.0762093955670569,553,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000014257,ENSG00000014257,3,132036211,132087142,1,0.22304340746244,306.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000014641,ENSG00000014641,2,63815743,63834331,1,0.150328170833875,20,Bilateria,Chordata,Duplicate,Old
ENSG00000014824,ENSG00000014824,4,41992489,42092474,1,0.272737071507841,548.5,Bilateria,Bilateria,Singleton,Old
ENSG00000014914,ENSG00000014914,1,149900543,149908791,-1,0.119252904802239,545,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000014919,ENSG00000014919,10,101471601,101491857,-1,0.233190034228024,653,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000015133,ENSG00000015133,14,91737667,91884188,-1,0.062503382787176,405.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000015153,ENSG00000015153,12,42550906,42632151,-1,0.484438832037504,43.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000015171,ENSG00000015171,10,180405,300577,1,0.402564626847927,508,Bilateria,Bilateria,Duplicate,Old
ENSG00000015285,ENSG00000015285,X,48534985,48549818,1,0.199749130190006,397.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000015413,ENSG00000015413,16,89679716,89704839,1,0.145806338498916,84.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000015475,ENSG00000015475,22,18216906,18257536,-1,0.0588188625600748,82,Tetrapoda,Tetrapoda,Singleton,Middle
ENSG00000015479,ENSG00000015479,5,138609441,138667360,1,0.0609352729984424,807.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000015520,ENSG00000015520,7,44552134,44580914,-1,0.210803963030589,1466,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000015532,ENSG00000015532,17,48423453,48440499,1,0.0375769251586383,76,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000015568,ENSG00000015568,2,110550335,110615272,1,0.381390692142543,149.5,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000015592,ENSG00000015592,8,27092840,27115937,-1,0.528973311948721,585.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000015676,ENSG00000015676,7,44418720,44530479,-1,0.293021998178268,13.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000016082,ENSG00000016082,5,50678921,50690564,1,0.638267060002896,209.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000016391,ENSG00000016391,3,53846362,53880417,-1,0.423612964737133,903.5,Bilateria,Bilateria,Singleton,Old
ENSG00000016402,ENSG00000016402,6,137321108,137366298,-1,0.283988510782591,115,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000016490,ENSG00000016490,1,86934051,86965972,1,0.674367008237578,4.5,Chordata,Theria,Duplicate,Middle
ENSG00000016602,ENSG00000016602,1,87012761,87046437,1,0.527639395118332,493,Chordata,Theria,Duplicate,Middle
ENSG00000016864,ENSG00000016864,3,52728505,52740048,-1,0.11621452583848,9.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000017260,ENSG00000017260,3,130569439,130735556,1,0.624421572305601,429.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000017373,ENSG00000017373,17,36686251,36762183,-1,0.0712892617266486,398,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000017427,ENSG00000017427,12,102789645,102874423,-1,0.928764631566481,250,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000017483,ENSG00000017483,X,48316920,48328644,-1,0.373994011136713,66,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000017621,ENSG00000017621,X,49019061,49024822,1,0.119363004405372,408.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000017797,ENSG00000017797,18,9475007,9538114,1,0.0510552214274182,495.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000018189,ENSG00000018189,4,71569921,71673032,1,0.288984858528949,263.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000018236,ENSG00000018236,12,41086244,41466220,1,0.782952626176227,155,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000018280,ENSG00000018280,2,219246752,219261617,1,0.0971563076664019,334.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000018408,ENSG00000018408,3,149235022,149454501,-1,0.107073714459918,87.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000018510,ENSG00000018510,2,178257372,178408564,1,0.309381619565162,232,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000018610,ENSG00000018610,X,118672112,118699397,-1,0.168333503725576,1710.5,Bilateria,Bilateria,Singleton,Old
ENSG00000018625,ENSG00000018625,1,160085549,160113381,1,0.0329752937415777,312,Fungi-Metazoa_group,Mammalia,Duplicate,Middle
ENSG00000018699,ENSG00000018699,2,32853099,33046118,1,0.417928378820352,277.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000018869,ENSG00000018869,19,56887413,56904914,-1,0.482258697984298,211.5,Eutheria,Eutheria,Duplicate,Middle
ENSG00000019102,ENSG00000019102,11,124617368,124622134,-1,0.362715046961182,297,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000019144,ENSG00000019144,11,118477155,118528741,1,0.0576003652716245,425,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000019169,ENSG00000019169,2,119699742,119752236,1,0.53285802378614,167,Chordata,Euteleostomi,Duplicate,Old
ENSG00000019186,ENSG00000019186,20,52769988,52790512,-1,0.419895599670442,22,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000019485,ENSG00000019485,11,45115564,45247734,1,0.323847805340201,22,Bilateria,Euteleostomi,Duplicate,Old
