GeneID	Prot	FamilyAge	GeneAge	GeneType
ENSMUSG00000002227	ENSMUSP00000126897	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000020721	ENSMUSP00000074533	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000051278	ENSMUSP00000044432	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000058301	ENSMUSP00000075089	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000015365	ENSMUSP00000015509	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000027580	ENSMUSP00000104459	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000027719	ENSMUSP00000115260	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020262	ENSMUSP00000101046	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031949	ENSMUSP00000034427	Bilateria	Bilateria	Duplicate
ENSMUSG00000027951	ENSMUSP00000103028	Bilateria	Bilateria	Duplicate
ENSMUSG00000052551	ENSMUSP00000064775	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024266	ENSMUSP00000095964	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000016349	ENSMUSP00000054556	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037742	ENSMUSP00000042457	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025701	ENSMUSP00000026795	Chordata	Euteleostomi	Duplicate
ENSMUSG00000018907	ENSMUSP00000019051	Chordata	Eutheria	Duplicate
ENSMUSG00000018924	ENSMUSP00000019068	Chordata	Eutheria	Duplicate
ENSMUSG00000032807	ENSMUSP00000035250	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020891	ENSMUSP00000021262	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020892	ENSMUSP00000021268	Chordata	Euteleostomi	Duplicate
ENSMUSG00000000320	ENSMUSP00000000329	Chordata	Theria	Duplicate
ENSMUSG00000026313	ENSMUSP00000008995	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022475	ENSMUSP00000112110	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000008855	ENSMUSP00000102770	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000062906	ENSMUSP00000080832	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000004698	ENSMUSP00000106443	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031161	ENSMUSP00000033501	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000051675	ENSMUSP00000062277	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036989	ENSMUSP00000053384	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000043279	ENSMUSP00000058109	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000079259	ENSMUSP00000107447	Bilateria	Bilateria	Duplicate
ENSMUSG00000027993	ENSMUSP00000103319	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022841	ENSMUSP00000007216	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000019518	ENSMUSP00000019662	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000021824	ENSMUSP00000117346	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031539	ENSMUSP00000128446	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000003033	ENSMUSP00000003117	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000003309	ENSMUSP00000111093	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000027359	ENSMUSP00000057595	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000059316	ENSMUSP00000078971	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000027932	ENSMUSP00000029541	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024600	ENSMUSP00000025500	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000030382	ENSMUSP00000032539	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031808	ENSMUSP00000034267	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000048120	ENSMUSP00000107850	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000041608	ENSMUSP00000036830	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000015085	ENSMUSP00000028328	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025192	ENSMUSP00000079864	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000095463	ENSMUSP00000138944	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000036813	ENSMUSP00000110022	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000053483	ENSMUSP00000106936	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025437	ENSMUSP00000113265	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000032010	ENSMUSP00000034508	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000027364	ENSMUSP00000028842	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000026854	ENSMUSP00000099913	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000027363	ENSMUSP00000106046	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000056629	ENSMUSP00000066839	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000003355	ENSMUSP00000003445	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000038074	ENSMUSP00000046070	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000029781	ENSMUSP00000031795	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000001555	ENSMUSP00000001595	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000002732	ENSMUSP00000002809	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000019942	ENSMUSP00000020099	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000028969	ENSMUSP00000030814	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000096107	ENSMUSP00000137387	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000092300	ENSMUSP00000134251	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000055657	ENSMUSP00000136352	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000006728	ENSMUSP00000006911	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025358	ENSMUSP00000026416	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000039814	ENSMUSP00000093089	Bilateria	Chordata	Duplicate
ENSMUSG00000035067	ENSMUSP00000113708	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000067813	ENSMUSP00000085900	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051951	ENSMUSP00000070648	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037752	ENSMUSP00000041205	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042631	ENSMUSP00000049346	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000068747	ENSMUSP00000099692	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000043531	ENSMUSP00000072472	FungiMetazoa	Tetrapoda	Duplicate
ENSMUSG00000049313	ENSMUSP00000058613	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000063434	ENSMUSP00000077919	FungiMetazoa	Tetrapoda	Duplicate
ENSMUSG00000029093	ENSMUSP00000041828	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020178	ENSMUSP00000101060	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042429	ENSMUSP00000043522	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000074344	ENSMUSP00000010279	Bilateria	Eutheria	Duplicate
ENSMUSG00000051209	ENSMUSP00000060591	Bilateria	Bilateria	Duplicate
ENSMUSG00000000562	ENSMUSP00000000574	Bilateria	Eutheria	Duplicate
ENSMUSG00000018500	ENSMUSP00000018644	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000096808	ENSMUSP00000137421	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094030	ENSMUSP00000137335	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000096463	ENSMUSP00000096471	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094472	ENSMUSP00000135960	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000094856	ENSMUSP00000126626	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000090353	ENSMUSP00000127976	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000039037	ENSMUSP00000036227	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022885	ENSMUSP00000023601	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000079442	ENSMUSP00000099882	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000026811	ENSMUSP00000092654	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024172	ENSMUSP00000084091	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000052544	ENSMUSP00000068598	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000017493	ENSMUSP00000017637	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020427	ENSMUSP00000020702	Chordata	Euteleostomi	Duplicate
ENSMUSG00000023046	ENSMUSP00000023807	Chordata	Euteleostomi	Duplicate
ENSMUSG00000039323	ENSMUSP00000046610	Chordata	Euteleostomi	Duplicate
ENSMUSG00000026185	ENSMUSP00000027377	Chordata	Euteleostomi	Duplicate
ENSMUSG00000020429	ENSMUSP00000020704	Chordata	Euteleostomi	Duplicate
ENSMUSG00000022229	ENSMUSP00000007340	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000033161	ENSMUSP00000039657	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000040907	ENSMUSP00000099922	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000007107	ENSMUSP00000106874	FungiMetazoa	Mammalia	Duplicate
ENSMUSG00000005553	ENSMUSP00000131964	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000007097	ENSMUSP00000083077	FungiMetazoa	Mammalia	Duplicate
ENSMUSG00000028859	ENSMUSP00000101768	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000054263	ENSMUSP00000126137	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000018341	ENSMUSP00000010605	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000050377	ENSMUSP00000058045	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000021756	ENSMUSP00000138836	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000022146	ENSMUSP00000022746	Euteleostomi	Euteleostomi	Duplicate
ENSMUSG00000029517	ENSMUSP00000111054	Chordata	Amniota	Duplicate
ENSMUSG00000063932	ENSMUSP00000080069	Chordata	Murinae	Duplicate
ENSMUSG00000095294	ENSMUSP00000137434	Chordata	Mus.musculus	Duplicate
ENSMUSG00000007827	ENSMUSP00000108449	Chordata	Theria	Duplicate
ENSMUSG00000094421	ENSMUSP00000136610	Chordata	Mus.musculus	Duplicate
ENSMUSG00000020481	ENSMUSP00000105482	Chordata	Eutheria	Duplicate
ENSMUSG00000027157	ENSMUSP00000028577	Chordata	Murinae	Duplicate
ENSMUSG00000074449	ENSMUSP00000081059	Chordata	Mus.musculus	Duplicate
ENSMUSG00000026774	ENSMUSP00000028113	Chordata	Murinae	Duplicate
ENSMUSG00000090808	ENSMUSP00000132336	Chordata	Murinae	Duplicate
ENSMUSG00000096265	ENSMUSP00000096508	Chordata	Mus.musculus	Duplicate
ENSMUSG00000026614	ENSMUSP00000053181	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000029151	ENSMUSP00000031037	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000005802	ENSMUSP00000005952	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000028836	ENSMUSP00000101500	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022315	ENSMUSP00000035257	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000037434	ENSMUSP00000042410	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000054453	ENSMUSP00000064826	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030616	ENSMUSP00000095912	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028860	ENSMUSP00000030674	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000041831	ENSMUSP00000095041	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031255	ENSMUSP00000033608	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000062202	ENSMUSP00000127300	Bilateria	Bilateria	Duplicate
ENSMUSG00000025103	ENSMUSP00000026093	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000062098	ENSMUSP00000074864	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000073771	ENSMUSP00000138230	Bilateria	Bilateria	Duplicate
ENSMUSG00000003344	ENSMUSP00000003434	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000002803	ENSMUSP00000002880	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000049872	ENSMUSP00000064462	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000079258	ENSMUSP00000107444	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000094219	ENSMUSP00000136302	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000046031	ENSMUSP00000051575	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039508	ENSMUSP00000042466	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000033033	ENSMUSP00000047278	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021171	ENSMUSP00000098548	Bilateria	Bilateria	Duplicate
ENSMUSG00000025366	ENSMUSP00000026427	Bilateria	Bilateria	Duplicate
ENSMUSG00000032776	ENSMUSP00000078302	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037681	ENSMUSP00000038757	Bilateria	Bilateria	Duplicate
ENSMUSG00000021596	ENSMUSP00000105212	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037239	ENSMUSP00000046216	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027351	ENSMUSP00000028829	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000045671	ENSMUSP00000090987	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000021262	ENSMUSP00000021689	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022995	ENSMUSP00000077781	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030403	ENSMUSP00000032561	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000073910	ENSMUSP00000100040	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000028709	ENSMUSP00000030477	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000003348	ENSMUSP00000003438	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000043131	ENSMUSP00000054452	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000006262	ENSMUSP00000006424	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000025147	ENSMUSP00000081455	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000032281	ENSMUSP00000034822	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000018796	ENSMUSP00000034046	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020333	ENSMUSP00000104533	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024981	ENSMUSP00000046585	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000020673	ENSMUSP00000021005	Bilateria	Chordata	Duplicate
ENSMUSG00000020674	ENSMUSP00000113703	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000052234	ENSMUSP00000050497	Bilateria	Mammalia	Duplicate
ENSMUSG00000009356	ENSMUSP00000099466	Bilateria	Amniota	Duplicate
ENSMUSG00000009350	ENSMUSP00000020779	Bilateria	Mammalia	Duplicate
ENSMUSG00000040123	ENSMUSP00000106916	Bilateria	Eutheria	Duplicate
ENSMUSG00000021945	ENSMUSP00000022511	Bilateria	Eutheria	Duplicate
ENSMUSG00000043872	ENSMUSP00000101708	Bilateria	Eutheria	Duplicate
ENSMUSG00000031310	ENSMUSP00000068197	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000006673	ENSMUSP00000006851	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042408	ENSMUSP00000045366	Bilateria	Eutheria	Duplicate
ENSMUSG00000042446	ENSMUSP00000101714	Bilateria	Eutheria	Duplicate
ENSMUSG00000026058	ENSMUSP00000027226	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000062078	ENSMUSP00000095025	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000024949	ENSMUSP00000121309	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000028790	ENSMUSP00000066516	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022332	ENSMUSP00000022954	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000099234	ENSMUSP00000139062	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000020423	ENSMUSP00000020692	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000044645	ENSMUSP00000053997	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000068046	ENSMUSP00000094192	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000037573	ENSMUSP00000036039	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036478	ENSMUSP00000038863	Bilateria	Murinae	Duplicate
ENSMUSG00000032056	ENSMUSP00000110074	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000022863	ENSMUSP00000023570	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000048546	ENSMUSP00000061390	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000042078	ENSMUSP00000050730	Bilateria	Bilateria	Duplicate
ENSMUSG00000051111	ENSMUSP00000124473	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000038486	ENSMUSP00000037576	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029830	ENSMUSP00000093743	Bilateria	Bilateria	Duplicate
ENSMUSG00000053025	ENSMUSP00000127245	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000032530	ENSMUSP00000076887	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000020177	ENSMUSP00000020392	Bilateria	Murinae	Duplicate
ENSMUSG00000020945	ENSMUSP00000021328	Bilateria	Mammalia	Duplicate
ENSMUSG00000024233	ENSMUSP00000025076	Bilateria	Mammalia	Duplicate
ENSMUSG00000022991	ENSMUSP00000023726	Bilateria	Amniota	Duplicate
ENSMUSG00000053184	ENSMUSP00000099512	Bilateria	Amniota	Duplicate
ENSMUSG00000069516	ENSMUSP00000089801	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000069515	ENSMUSP00000089800	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000037167	ENSMUSP00000048721	Bilateria	Mammalia	Duplicate
ENSMUSG00000024642	ENSMUSP00000057527	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000054452	ENSMUSP00000002518	Bilateria	Tetrapoda	Duplicate
ENSMUSG00000034758	ENSMUSP00000071905	Bilateria	Tetrapoda	Duplicate
ENSMUSG00000095941	ENSMUSP00000136968	Bilateria	Amniota	Duplicate
ENSMUSG00000032280	ENSMUSP00000124131	Bilateria	Amniota	Duplicate
ENSMUSG00000008305	ENSMUSP00000072481	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034771	ENSMUSP00000121125	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000009545	ENSMUSP00000009689	Bilateria	Bilateria	Duplicate
ENSMUSG00000028631	ENSMUSP00000030376	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000056258	ENSMUSP00000063380	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028033	ENSMUSP00000110955	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000016346	ENSMUSP00000122915	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000061835	ENSMUSP00000072766	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000050813	ENSMUSP00000136008	Mammalia	Theria	Duplicate
ENSMUSG00000064044	ENSMUSP00000076232	Mammalia	Murinae	Duplicate
ENSMUSG00000062245	ENSMUSP00000077674	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000061344	ENSMUSP00000080924	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000058222	ENSMUSP00000073919	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000068535	ENSMUSP00000087516	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000061361	ENSMUSP00000077632	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000060480	ENSMUSP00000078814	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000056822	ENSMUSP00000074299	Mammalia	Mus.musculus	Duplicate
ENSMUSG00000045341	ENSMUSP00000055344	Mammalia	Theria	Duplicate
ENSMUSG00000029678	ENSMUSP00000031689	Bilateria	Murinae	Duplicate
ENSMUSG00000036091	ENSMUSP00000042667	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029682	ENSMUSP00000031693	Bilateria	Murinae	Duplicate
ENSMUSG00000029680	ENSMUSP00000031691	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010047	ENSMUSP00000010191	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000029679	ENSMUSP00000031690	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000010051	ENSMUSP00000010195	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000043943	ENSMUSP00000128674	FungiMetazoa	Tetrapoda	Duplicate
ENSMUSG00000001773	ENSMUSP00000001824	FungiMetazoa	Tetrapoda	Duplicate
ENSMUSG00000054999	ENSMUSP00000044231	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000029716	ENSMUSP00000031729	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000022797	ENSMUSP00000023486	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000021099	ENSMUSP00000021519	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000034460	ENSMUSP00000036150	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000051367	ENSMUSP00000059026	Bilateria	Chordata	Duplicate
ENSMUSG00000040841	ENSMUSP00000045973	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000024134	ENSMUSP00000125871	Bilateria	Chordata	Duplicate
ENSMUSG00000038805	ENSMUSP00000135677	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000015619	ENSMUSP00000100041	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000015053	ENSMUSP00000015197	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000005836	ENSMUSP00000041774	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000015627	ENSMUSP00000015771	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000021944	ENSMUSP00000113891	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000031162	ENSMUSP00000033502	FungiMetazoa	Chordata	Duplicate
ENSMUSG00000034958	ENSMUSP00000036721	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000028115	ENSMUSP00000102813	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000078954	ENSMUSP00000132008	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000027247	ENSMUSP00000106963	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000039126	ENSMUSP00000084977	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000011958	ENSMUSP00000034754	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000090102	ENSMUSP00000112982	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000079444	ENSMUSP00000108924	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000096549	ENSMUSP00000108925	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000057604	ENSMUSP00000032376	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031145	ENSMUSP00000127892	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000036158	ENSMUSP00000104878	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000030020	ENSMUSP00000032093	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000068113	ENSMUSP00000112313	Bilateria	Mus.musculus	Duplicate
ENSMUSG00000086875	ENSMUSP00000121547	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000024770	ENSMUSP00000025682	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000056078	ENSMUSP00000025685	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000024771	ENSMUSP00000053913	FungiMetazoa	Theria	Duplicate
ENSMUSG00000079344	ENSMUSP00000108130	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000024766	ENSMUSP00000108127	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000024781	ENSMUSP00000053270	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000087303	ENSMUSP00000118907	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000024768	ENSMUSP00000025680	FungiMetazoa	Theria	Duplicate
ENSMUSG00000079342	ENSMUSP00000136249	FungiMetazoa	Mus.musculus	Duplicate
ENSMUSG00000021067	ENSMUSP00000021467	Bilateria	Bilateria	Duplicate
ENSMUSG00000045095	ENSMUSP00000086730	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000031147	ENSMUSP00000111359	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000052539	ENSMUSP00000112934	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000040003	ENSMUSP00000085872	Bilateria	Bilateria	Duplicate
ENSMUSG00000040351	ENSMUSP00000040946	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000025234	ENSMUSP00000126531	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000028793	ENSMUSP00000131373	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000064145	ENSMUSP00000013338	FungiMetazoa	Bilateria	Duplicate
ENSMUSG00000022280	ENSMUSP00000022890	FungiMetazoa	Euteleostomi	Duplicate
ENSMUSG00000000365	ENSMUSP00000093469	Bilateria	Bilateria	Duplicate
ENSMUSG00000040140	ENSMUSP00000131277	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000041912	ENSMUSP00000129635	Bilateria	Bilateria	Duplicate
ENSMUSG00000060985	ENSMUSP00000137298	Bilateria	Bilateria	Duplicate
ENSMUSG00000025081	ENSMUSP00000107231	Bilateria	Bilateria	Duplicate
ENSMUSG00000034438	ENSMUSP00000031235	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000079363	ENSMUSP00000098522	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000028268	ENSMUSP00000101828	Euteleostomi	Sciurognathi	Duplicate
ENSMUSG00000029298	ENSMUSP00000031238	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000092021	ENSMUSP00000132552	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000028269	ENSMUSP00000029936	Euteleostomi	Murinae	Duplicate
ENSMUSG00000079362	ENSMUSP00000062528	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000040264	ENSMUSP00000087587	Euteleostomi	Eutheria	Duplicate
ENSMUSG00000028270	ENSMUSP00000132435	Euteleostomi	Murinae	Duplicate
ENSMUSG00000054588	ENSMUSP00000069042	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000040253	ENSMUSP00000049104	Euteleostomi	Sciurognathi	Duplicate
ENSMUSG00000098049	ENSMUSP00000138438	Euteleostomi	Mus.musculus	Duplicate
ENSMUSG00000022949	ENSMUSP00000023670	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000015093	ENSMUSP00000109904	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000023959	ENSMUSP00000024755	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000037242	ENSMUSP00000041453	Bilateria	Euteleostomi	Duplicate
ENSMUSG00000007041	ENSMUSP00000007257	Bilateria	Euteleostomi	Duplicate
